VIN,Year,Model,Condition,Price,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,State,Mileage
6308418,2021,Passport Elite,Used,"$41,812",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OR,10714
2982773,2021,Passport EX-L,Used,"$34,496",Black Copper Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OR,16585
5276949,2021,Passport Sport,Used,"$32,900",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,ID,13027
4340216,2018,Odyssey Elite,Used,"$33,998",Burgundy,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,WA,37768
7141547,2019,Odyssey EX,Used,"$29,491",White Diamond Pearl,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,48613
3277291,2008,CR-V EX-L,Used,"$11,900",Silver,Gray,Four-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,CO,126000
4909280,2021,Passport EX-L,Used,"$29,977",Black Copper Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,22700
8682880,2022,Civic EX-L,Used,"$33,000",Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,WA,12056
5340573,2022,Accord Hybrid Sport,New,"$31,576",Lunar Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,WA,5
2703802,2022,Accord Sport 1.5T,New,"$29,970",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NE,5
7891961,2022,Pilot Sport,New,"$41,769",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,OK,6
4561799,2020,Passport EX-L,Used,"$32,998",Red,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,15011
8893295,2022,Civic Sport,Honda Certified,"$27,988",Aegean Blue Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,TX,6235
253896,2023,Ridgeline RTL-E,New,"$46,310",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,NE,2990
7243930,2022,Accord Sport 1.5T,New,"$30,470",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,KS,5
4318346,2019,CR-V EX-L,Used,"$28,750",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,AR,38370
4877688,2020,CR-V EX-L,Used,"$28,983",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,AR,49583
1161073,2023,CR-V EX-L,New,"$43,950",Still Night Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,AR,216
1687889,2023,Odyssey Sport,New,"$41,550",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,TX,5
9521006,2017,Ridgeline RTL-T,Used,"$20,990",White Diamond Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,MO,158038
7492777,2022,Civic Sport,New,"$26,240",Boost Blue Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC,MN,0
285781,2018,Civic EX-T,Used,"$23,939",Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MN,44237
8750747,2018,Civic LX,Used,"$17,998",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,MN,42719
5736741,2014,CR-V EX-L,Used,"$19,206",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,MO,123247
1996363,2017,Pilot EX-L,Used,"$24,995",Gray,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,KY,51425
9185381,2015,Accord Sport,Used,"$17,590",Burgundy,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,,45656
2270703,2023,Ridgeline RTL,New,"$43,075",Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,5
1109925,2022,Pilot Elite,New,"$52,060",Deep Scarlet Pearl,Beige,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,WI,0
6867179,2022,Passport TrailSport,New,"$44,265",Crystal Black Pearl,Black,AWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,1
1695821,2021,HR-V EX-L,Used,"$26,824",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,MI,35313
2258311,2022,Pilot Sport,New,"$41,770",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,AL,6
6656505,2020,Civic Sport,Used,"$22,595",Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,AL,48365
8696248,2022,Accord Sport 1.5T,Used,"$29,449",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IN,5350
7271782,2023,Ridgeline RTL,New,"$46,370",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IN,3
5396409,2023,CR-V EX,New,"$34,800",Urban Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IN,5
9757085,2023,CR-V Hybrid Sport,New,"$36,200",Urban Gray Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,GA,31
7655725,2022,Civic Sport,Used,"$25,502",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,OH,19922
6971261,2021,Passport Touring,Used,"$36,532",Black Copper Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,20579
5785586,2020,Passport Touring,Honda Certified,"$36,081",Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,22576
3567209,2021,Passport Sport,Used,"$33,319",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,32303
7876986,2022,Pilot EX-L,New,"$44,000",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,11
8468192,2016,Odyssey EX-L,Used,"$20,200",Gray,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,OH,85840
3827126,2020,Ridgeline Sport,Used,"$29,696",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,38492
2929684,2023,Odyssey Elite,New,"$56,545",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,NC,1
5467152,2019,Civic Sport,Used,"$22,998",Silver,Black,FWD,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,FL,64276
6166168,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,PA,3
5395907,2022,Accord Hybrid Sport,New,"$35,006",Lunar Silver Metallic,Black,FWD,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,NC,0
7596953,2009,Element LX,Used,"$8,583",Royal Blue Pearl,Titanium,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,FL,166539
34764,2022,Pilot Touring 7-Passenger,Used,"$35,400",Charcoal,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,8760
8404590,2018,Clarity Plug-In Hybrid Base,Used,"$21,729",Crystal Black Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,NY,81897
7158756,2022,Pilot Special Edition,New,"$44,600",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,VA,10
5407946,2021,Accord Sport 1.5T,Used,"$27,995",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NY,10820
1463400,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MD,3
8384371,2022,Civic EX-L,New,"$28,740",Platinum White,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MD,10
3756526,2021,Civic Sport,Used,"$23,800",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,MD,23027
3170112,2022,Pilot Special Edition,New,"$44,205",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,16
5009243,2017,Ridgeline RTL-T,Used,"$28,590",White,Beige,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,,70976
7444360,2021,Civic Type R Touring,Used,"$48,998",White,Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,FL,11030
8673152,2022,Passport Elite,New,"$50,413",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,DE,0
2458344,2022,HR-V Sport,New,"$26,545",Black,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,NJ,5
8290353,2018,Civic EX,Used,"$20,000",Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,NJ,11169
5602485,2022,Pilot Elite,New,"$52,060",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,7422
4146674,2022,Accord Sport 2.0T,New,"$35,150",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,NY,5
478186,2022,Accord Sport 1.5T,New,"$30,075",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,CT,8
5714820,2022,Civic Sport,Used,"$27,976",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,NH,20766
9967849,2023,CR-V EX-L,New,"$36,900",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,CA,4
4737844,2022,Pilot EX-L,New,"$42,000",Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CA,3
9974208,2012,Pilot Touring,Used,"$17,998",Gray,Tan,FWD,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,CA,117290
7552689,2022,Ridgeline RTL-E,New,"$51,390",Pacific Pewter Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CA,8
239272,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Nh-883p/Black,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,CA,15
6999527,2022,Passport Elite,New,"$49,413",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NV,6
2211748,2023,Odyssey Sport,New,"$42,705",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,AZ,11
4531496,2023,Odyssey Sport,New,"$42,655",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,AZ,11
2887532,2023,Odyssey Sport,New,"$43,050",Radiant Red Metallic II,Black,FWD,Gasoline,Automatic,3.5L V6 24V GDI SOHC,AZ,0
660133,2020,Accord Sport 1.5T,Used,"$24,296",Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,UT,30604
3454104,2019,CR-V EX-L,Used,"$25,417",Platinum White Pearl,Ivory,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OR,65828
7245554,2022,HR-V EX-L,Used,"$28,217",White,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,NM,24676
6475095,2021,Passport EX-L,Used,"$43,256",Obsidian Blue Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OR,3579
5037944,2009,Fit Sport,Used,"$7,953",Silver,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,1.5L I4 16V MPFI SOHC,WY,134739
1236777,2017,HR-V EX,Used,"$20,999",Purple,Black,All-wheel Drive,CVT Transmission,141.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,3CZRU6H51HM725334,OR,
963827,2022,Passport EX-L,New,"$42,987",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,10
4756736,2018,Accord Sport,Used,"$21,750",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,WA,36027
6565046,2022,Ridgeline RTL-E,New,"$45,498",Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,12
9388120,2022,HR-V EX,New,"$27,795",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,TX,9
201932,2022,HR-V EX,New,"$26,295",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,TX,9
6890748,2022,HR-V EX,New,"$26,295",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,TX,6
670730,2005,Civic LX,Used,"$4,000",Nighthawk Black Pearl,Black,Front-wheel Drive,Gasoline,4-Speed Automatic,1.7L I4 16V MPFI SOHC,ND,193952
7248557,2019,Pilot EX-L,Used,"$33,451",White,Beige,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,KS,16254
2041639,2016,Odyssey SE,Used,"$25,998",Burgundy,Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,TX,67153
1829246,2016,CR-V EX-L,Used,"$20,699",Alabaster Silver Metallic,Gray,Front-wheel Drive,Gasoline,Variable,Regular Unleaded I-4 2.4 L/144,AR,89098
6580447,2023,Ridgeline RTL,New,"$41,075",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,6
1908361,2009,Accord EX-L,Used,"$11,291",Black,Ivory,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,TX,90621
5154218,2003,Element EX,Used,"$5,900",Eternal Blue Pearl,Gray/Blue,Four-wheel Drive,Gasoline,Automatic,2.4L DOHC MPFI i-VTEC 16-valve I4 engine,IA,202726
8963001,2009,Fit,Used,"$10,999",Milano Red,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,1.5L I4 16V MPFI SOHC,MN,42125
9692573,2021,HR-V EX,Used,"$24,993",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,MN,38252
9116272,2018,Pilot EX-L,Used,"$25,993",White Diamond Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,MN,86498
7960950,2015,Accord EX,Used,"$19,839",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,MN,39524
8085017,2022,Pilot EX-L,New,"$42,105",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IA,2
4255762,2022,Pilot Elite,Used,"$43,799",Gray,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,LA,4855
3174059,2022,Pilot Special Edition,New,"$42,461",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IA,5
4551119,2012,Accord SE,Used,"$6,998",Black,Black,Front-wheel Drive,Gasoline,5-SPEED A/T,4 Cylinder Engine,MS,198000
2368941,2022,Pilot EX-L,New,"$44,000",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,5
1571002,2022,Passport TrailSport,New,"$44,265",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TN,
7436735,2019,Ridgeline Black Edition,Used,"$36,992",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,IL,46650
3265508,2022,Accord Hybrid Sport,New,"$31,808",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,LA,5
4335772,2023,HR-V Sport,New,"$28,790",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,IL,5
7435542,2017,Civic Sport,Used,"$14,951",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,144945
3066869,2022,Passport EX-L,Used,"$36,295",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,9508
7295275,2023,HR-V Sport,New,"$28,645",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,IL,1
582545,2023,CR-V Hybrid Sport Touring,New,"$40,240",Platinum,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,IL,2
7586308,2023,CR-V EX,New,"$34,800",Still Night Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TN,4
5021648,2020,Accord LX 1.5T,Used,"$24,469",Platinum White Pearl,Ivory,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IN,22334
1861223,2022,Pilot Sport,New,"$41,355",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,AL,5
8230097,2022,Pilot Touring 7-Passenger,New,"$46,465",Alabaster Silver Metallic,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,AL,113
777074,2022,Pilot Special Edition,New,"$44,205",Alabaster Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,AL,2
412146,2022,Passport TrailSport,Used,"$39,887",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,IN,6585
8167437,2005,Accord LX,Used,"$3,999",Desert Mist Metallic,Gray,Front-wheel Drive,Gasoline,5-SPEED A/T,4 Cylinder Engine,OH,192210
517653,2015,Civic Hybrid Base,Used,"$12,990",Crystal Black Pearl,Select,Front-wheel Drive,Hybrid,continuously variable (cvt),4 Cylinder Engine,AL,116388
2184951,2021,Passport EX-L,Used,"$31,450",Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,KY,40413
2888954,2022,Passport Elite,Used,"$41,900",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,6508
7336035,2021,Passport Elite,Used,"$41,998",Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,16535
8271589,2020,Passport Touring,Used,"$33,000",Modern Steel Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,20363
5249143,2001,Prelude,Used,"$12,995",Silver,Black,Front-wheel Drive,Gasoline,4-Speed Automatic,2.2L I4 16V MPFI DOHC,NC,68547
1191399,2020,Odyssey Elite,Used,"$38,826",Platinum White Pearl,Mocha,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,FL,44420
8695534,2020,Odyssey EX-L w/Navigation/RES,Used,"$33,250",Modern Steel Metallic,Mocha,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,FL,30430
9222283,2019,Odyssey EX-L w/Navigation/RES,Used,"$28,873",Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,61021
4013578,2022,Accord Hybrid Sport,New,"$32,560",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,FL,3
6692226,2020,Odyssey Elite,Used,"$39,399",Crystal Black Pearl,Mocha,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,FL,25482
9103633,2018,Clarity Plug-In Hybrid Touring,Used,"$23,495",Platinum White Pearl,Beige,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,NY,45515
9099088,2021,Civic Type R Touring,Used,"$41,209",White,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,NY,33846
6801591,2020,Pilot EX,Honda Certified,"$30,485",Platinum White Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,VA,34313
5473457,2015,Civic EX-L,Used,"$8,500",White,Black / Red,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,MD,194591
8423178,2020,Odyssey EX-L w/Navigation/RES,Used,"$32,000",Black,Mocha,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,MD,67367
6518796,2023,Odyssey Sport,New,"$40,323",Radiant Red,Black,Front-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,3.5L V6 24V GDI SOHC,NY,3
5346275,2021,Civic Sport,Used,"$26,829",Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MD,11401
8397503,2022,Pilot TrailSport,New,"$46,500",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MD,5
8551770,2023,CR-V EX,New,"$34,250",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,FL,16
5181646,2022,Pilot Special Edition,New,"$44,600",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MD,4
6159285,2009,Civic EX,Used,"$9,500",Blue,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,VA,93569
7857856,2023,Ridgeline RTL,New,"$43,580",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,PA,5
4904887,2023,HR-V Sport,New,"$29,040",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,PA,3
9580903,2023,Ridgeline RTL-E,New,"$48,005",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,NJ,6
5242921,2022,Pilot TrailSport,New,"$46,500",Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,
784031,2018,Civic LX,Used,"$18,999",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V MPFI DOHC,CT,51561
5938661,2023,CR-V EX-L,New,"$35,400",Platinum White Pearl,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,CA,4
6264943,2012,CR-V EX,Used,"$10,917",Silver,Beige,Front-wheel Drive,Gasoline,5-SPEED A/T,4 Cylinder Engine,CA,143674
316103,2012,Odyssey LX,Used,"$15,990",White,Tan,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,,100000
9788892,2022,Accord Hybrid Sport,New,"$32,560",Crystal Black Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,CA,3
2080100,2023,CR-V EX-L,New,"$36,900",Mountain Air Metallic,Black,AWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,CA,
9826314,2022,Passport EX-L,New,"$42,123",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NV,5
7963379,2022,Passport EX-L,New,"$43,665",Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NV,4
6152895,2015,Civic Si,Used,"$20,995",Alabaster Silver Metallic,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.4L I4 16V MPFI DOHC,AZ,81868
5030337,2017,Ridgeline Sport,Used,"$23,987",Black,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,OR,85259
1765728,2020,Accord LX 1.5T,Used,"$22,998",Pearl White,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,CO,91410
2940350,2010,Insight EX,Used,"$11,995",Gray,Gray,Front-wheel Drive,Hybrid,Automatic CVT,1.3L I4 8V MPFI SOHC Hybrid,CO,83602
2507371,2020,HR-V LX,Used,"$24,998",Gray,Black,AWD,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,CO,21593
578843,2022,HR-V Sport,New,"$26,940",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,CO,3000
8569052,2021,Civic Type R Touring,Used,"$41,200",Boost Blue Pearl,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,TX,9945
2555044,2023,CR-V EX-L,New,"$36,505",Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,KS,2
8592574,2007,Odyssey EX,Used,"$9,999",Silver,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,KS,100078
5804984,2017,Civic Si,Used,"$21,888",Aegean Blue Metallic,Gray,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,OK,58740
6015590,2022,Pilot TrailSport,New,Not Priced,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,10
3987710,2023,CR-V EX-L,New,"$36,010",Platinum White Pearl,Gray,FWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,4
